Product Name,Star Rating,Customer Review,Sentiment Analysis Score,Sentiment Category
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 3 Months No Cost EMI on BFL",5.0 out of 5 stars,Awesome : Awesome,5,Very Positive
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 3 Months No Cost EMI on BFL",5.0 out of 5 stars,Value for money : Good product value for money but ordering is too difficult within one minute soldout,2,Negative
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 3 Months No Cost EMI on BFL",5.0 out of 5 stars,Best in budget : Best buy at this price! The display quality is amazing and I do not have any complaint with the camera too. There is no other phone available at this price which comes with 4GB ram. You should go ahead with this.,5,Very Positive
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 3 Months No Cost EMI on BFL",4.0 out of 5 stars,Think it before buy : i didn't upload photo ....for any reason but it is not up to the mark .1.display 4/52.cam 3/53.fing sens.. 4.5/54.processor 3/55.build quality 3.75/5back panel is not good looking coz some self design as per my opinionin this price segment rs 9000 is good enough,2,Negative
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 3 Months No Cost EMI on BFL",3.0 out of 5 stars,"Average Buy : Processor is bit slow, camera is below average except that everthing works fine. I personally don't like MIUI because of lots of ads and bloatwares. But, good budget range phone if you ignore/adjust this issues.",4,Positive
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 3 Months No Cost EMI on BFL",1.0 out of 5 stars,Everything is fine except camera which only works good in sun light : This phone is not value for moneyIts a downgraded phone of earlier phone launched in india.The camera is worst i ever seen in any redmi phone.Battery is ok.The display quality is very bad not hd. Watching videos on YouTube feels like watching 3gp videos.Dot notch display is ok in lookwise but not good in quality.Sometimes 4gb ram feels like 2gb.I am very disappointed by the camera quality of this phone.12 megapixel feels like 2MP camera.Recently i am using redmi note 5 pro. And this phone is just downgraded phone by redmi .you cannot imagine low light photography in this phone.The back plastic body feels like a cheap phone.If you really need a phone there are many options in the market.If you are taking phone for the first and a beginner you can go for redmi 9 prime.,2,Negative
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 3 Months No Cost EMI on BFL",5.0 out of 5 stars,best product : best good product prive battry camera all very good,5,Very Positive
"Redmi 9 Prime (Space Blue, 4GB RAM, 128GB Storage)-Full HD+ Display & AI Quad Camera - Extra INR 500 cashback as Amazon Pay Balance | 3 Months No Cost EMI on BFL",1.0 out of 5 stars,"Not a Great Phone at 12000 : At A price Point of 12000 this is definitely not a best phone because In Box Only 10W Normal charger is available2- At 12000 , How a 13 MP CAMERA IS worth?Narzo Is a better deal than this at 12000rs",5,Very Positive
"Redmi 9 Prime (Space Blue, 4GB RAM, 128GB Storage)-Full HD+ Display & AI Quad Camera - Extra INR 500 cashback as Amazon Pay Balance | 3 Months No Cost EMI on BFL",1.0 out of 5 stars,Amazon didn't gave buy now option : Total waste of time if you want to book phone. i attempt 4 sale but i couldn't book this phone because in amazon app when sale is on i didn't see buy now option so how can i book this phone,3,Neutral
"Redmi 9 (Sporty Orange, 4GB RAM, 64GB Storage)| 3 Months No Cost EMI on BFL",5.0 out of 5 stars,Best in budget : Best buy at this price! The display quality is amazing and I do not have any complaint with the camera too. There is no other phone available at this price which comes with 4GB ram. You should go ahead with this.,5,Very Positive
"Redmi 9 (Sporty Orange, 4GB RAM, 64GB Storage)| 3 Months No Cost EMI on BFL",4.0 out of 5 stars,Think it before buy : i didn't upload photo ....for any reason but it is not up to the mark .1.display 4/52.cam 3/53.fing sens.. 4.5/54.processor 3/55.build quality 3.75/5back panel is not good looking coz some self design as per my opinionin this price segment rs 9000 is good enough,2,Negative
"Samsung Galaxy M51 (Celestial Black, 6GB RAM, 128GB Storage)",2.0 out of 5 stars,"Average Phone at Over Price with some bugs : I am giving this review after spending 20 days with this Phone. I am a retail user and after 6 year of redmi and realme user now buy the Samsung just because of Samsung+Snapdragon and very much dispointed. Here are some Pros and Cons which will help other user like me to decide whether they will buy it or not.Cons :1. No Haptic Feedback2. Low sound quality speaker at Rs 25K3. No apps lock features inbuilt4. No Case Cover in Box5. Plain Plastic back design at 25K which attract too much scratches.6. Samsung trusted Knox security not fully enable on this phone i.e no secure folder option.7. When Sealed Package open then phone display contain so much dust. Not expected the packaging like this from brand like Samsung.8. Gorila Glass 3 protection under 25k i.e out dated glass protection after using 2 days with full care i got one scratch mark on display.9. NFC given but Samsung Pay not there in this phone.10. Audio output in my boat rockers bluetooth headset with this phone is not as much as lound as compare to my previous phone Redmi Note 7 pro.11. Without using phone it take 2 hour to charge but when you use it frequently then it take 2.30-3 hour to charged it full from 0-100%.12. Full battery drained in 12 hour with non stop used including youtube, whatsapp Facebook, messaging, etc except game.13. No Carrier aggregation: Using Jio sim in Samsung M51 and realme X2 pro and both contain different net speed in which Samsung giving me 5mbps and realme x2 pro giving me 9-10mbps.14. Calling issue: while talking through ear piece on call, the person can hear my voice clearly. But if i put the call on loudspeaker, the receiver of call cant hear my voice or he hear my sound very low. Turning back to earpiece the person is able to hear me again.15. Camera Zoom quality is not good. When you focus on Sky whole pic turn into blue. i.e saturation level is too much high in this phone (Image attached).16. While watching movie video in this phone or playing video in youtube brightness fluctuate fast too much automatically i.e Adaptive Brightness issue.Pros :1. Super amoled plus display2. Camera quality Good3. 7000 Mah battery4. Till now Ram management is goodTo much hype created every where for this phone and due to this many user like me has purchased this phone but this phone under 25k is really not value for money. I am going to resale this phone. There are so many phone below 25k with best facilities as compare to this Samsung m51.Conclusion : Phone is overpriced and performance is average",2,Negative
"Samsung Galaxy M51 (Celestial Black, 6GB RAM, 128GB Storage)",5.0 out of 5 stars,"Superior Phone from samsung at budget rate. : After using for more than 2 day's I must say, snapdragon 730g works wonderful .CAMERA.This time M series did a honest job by giving us a INTELLI camera of 64 mega Pixcel and more feature in selfie camera.DISPLAY & FINGERPRINT.With Samsung SuperAmoled display you can truly trust the amazing view angle. Now in M51 feature of Widevine L Certification you can enjoy all those global Dolby theatre experience. I found it reliable for my 1920p to 4k level of movie watching without any distraction due to Infinite O display which gives Full Screen Ratio. Fingerprint on side is much faster than I expected. It doesn't takes a second also to open. Even FaceUnlock is faster.Superior, as it matches any S series flagship premium in classy look, strong built for this budget amount. 6.7 inches display is good to handle as it is well managed for one hand use also.",4,Positive
"Samsung Galaxy M51 (Celestial Black, 6GB RAM, 128GB Storage)",2.0 out of 5 stars,"Issues with camera. Unhappy with samsung. : It has issue with camera in night mode and pro mode.It seems like there is dust present on camera sensor which is only visible in dark photos. When photo is clicked with lens covered completely,  it shows hundreds of white spots in image, same happens with pro mode too. (This is not regular image noise)",3,Neutral
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 3 Months No Cost EMI on BFL",5.0 out of 5 stars,Looking mobile best feature : Good mobile,5,Very Positive
"Redmi 9 (Sporty Orange, 4GB RAM, 64GB Storage)| 3 Months No Cost EMI on BFL",3.0 out of 5 stars,"Average Buy : Processor is bit slow, camera is below average except that everthing works fine. I personally don't like MIUI because of lots of ads and bloatwares. But, good budget range phone if you ignore/adjust this issues.",4,Positive
"Redmi 9 (Sporty Orange, 4GB RAM, 64GB Storage)| 3 Months No Cost EMI on BFL",1.0 out of 5 stars,Everything is fine except camera which only works good in sun light : This phone is not value for moneyIts a downgraded phone of earlier phone launched in india.The camera is worst i ever seen in any redmi phone.Battery is ok.The display quality is very bad not hd. Watching videos on YouTube feels like watching 3gp videos.Dot notch display is ok in lookwise but not good in quality.Sometimes 4gb ram feels like 2gb.I am very disappointed by the camera quality of this phone.12 megapixel feels like 2MP camera.Recently i am using redmi note 5 pro. And this phone is just downgraded phone by redmi .you cannot imagine low light photography in this phone.The back plastic body feels like a cheap phone.If you really need a phone there are many options in the market.If you are taking phone for the first and a beginner you can go for redmi 9 prime.,2,Negative
"Redmi 9 (Sporty Orange, 4GB RAM, 64GB Storage)| 3 Months No Cost EMI on BFL",5.0 out of 5 stars,best product : best good product prive battry camera all very good,5,Very Positive
"Redmi 9 (Sporty Orange, 4GB RAM, 64GB Storage)| 3 Months No Cost EMI on BFL",5.0 out of 5 stars,Looking mobile best feature : Good mobile,5,Very Positive
"Samsung Galaxy M21 (Raven Black, 6GB RAM, 128GB Storage)",4.0 out of 5 stars,"Value For Money !! Go for it : Update (15/08/2020):Never give a chance to regret..  Go ahead...👍The Icons looks was not so great ..  And then I set 'Spherlue Icons' from theam and now its looks better with dark mode ...Even though its 6000 Mah I always leaves phone on charging before go to bed ( I like to see my phone 100% every morning 🙂 )..  So I turned off fast charging option.. You can do that.. Its will not affect  batteryMONSTER :1. Battery :- 5/5Two day battery standby for normal easy2.Display:- 4.99/5Super amaload with full hd.. Superb Display3.Design:3/5It has a6000Mah battery,  still looking not bulky. Noglass body,  but who cares after you put a back cover..  In my opinion, don't spend more money for glass body if you uses back covers4. Camera: 3/5Back camera pretty good but front camera's low light output is very low..  many features available such as slow and super slow videos available..5. OS&UI:- 5/5Android 10 with One UI6.Finger print reader and face lock 3/5 Face lock and finger print reader are not so fast7.Processor and performance 3.5/5Exynos 9611 is not meant for PUBG gamers  .. But for me its perfect as I am not a heavy gamer..  No lag ang hang till now..  but processor is outdated..8. Charging :2.5/5. No fast charging.. Provided with a 15W charger and iy takes about 3 Hrs to fully reacharge the phone9. Accessories : 2/5No earphone, No Back cover, No Screenguard..  So order backcover and tempered glass when you placing order as its backbody is plastic amd more prone to scratches..10.Loud speaker 1.5/5Loudspeaker sound level is very low.. (Keep earphones)Verdict: For this price  Its the best choice if you are not a hardcore gamer  ...",3,Neutral
"Samsung Galaxy M21 (Raven Black, 6GB RAM, 128GB Storage)",5.0 out of 5 stars,❤️❤️❤️❤️ : As a title it is obviously a monsterAnd very very good performance,1,Very Negative
"Samsung Galaxy M21 (Raven Black, 6GB RAM, 128GB Storage)",5.0 out of 5 stars,"Best Budget Phone In India : Brilliant camera, huge battery life and brilliant display in addition with the premium feeling of SAMSUNG. It's a shame that this phone's launch was delayed due to lockdown.Highly Recommended phone 😊😊",5,Very Positive
"Samsung Galaxy M21 (Raven Black, 6GB RAM, 128GB Storage)",3.0 out of 5 stars,"Battery life is not upto mark : I am writing my review after using it for 6 days.I have bought sumsung phone after 7 years hoping it could be good phone but samsung again disappointed me a lot.They claim it has 6000mAH battery but drain like 3000mAH and it take almost 2.30hrs to charge from 10% to 90% so its fast charging is not a fast charging. Its just a market gimic to clail it monester like features i.e.battery 6000mAH ,15W fast charge ete but reality is far far away from claims.Others features are as per price range but if you thinking for a battery packed phone with fast charge,then I would sugget plz search for others phone in same range.",3,Neutral
"Samsung Galaxy M21 (Raven Black, 6GB RAM, 128GB Storage)",1.0 out of 5 stars,"Feeling cheated : Defective product received, it gets 8 to 12 hours in charging and Amazon is not exchanging the product",2,Negative
"Samsung Galaxy M21 (Raven Black, 6GB RAM, 128GB Storage)",1.0 out of 5 stars,"Worst product at 15000 Rs. Price : Very poor performance. Hangs aloft. Even I don't use any gaming app. In browsing only, this phone lacks. Inspite of having 6 GB RAM. This product serves zero rating. Please don't buy  this. Wastage of money. No refund policy for this device.",1,Very Negative
"Samsung Galaxy M21 (Raven Black, 6GB RAM, 128GB Storage)",5.0 out of 5 stars,"More than 5star,best budget mobile in India. : I love this one, and this is best in class, no.1 best budget mobile and Samsung mobile brand also global no.1 brand in the world. Great one, my rating is more than 5star, thanks to Samsung n Amazon.",5,Very Positive
"Samsung Galaxy M21 (Raven Black, 6GB RAM, 128GB Storage)",5.0 out of 5 stars,"Worth it (Non gamer review) : Value for money.I am not a gamer. So can't say about the gaming performance. But for those who are buying it for normal usage, this phone is great. With 6gb ram,128 GB internal storage and Amoled display I am more than satisfied.I have been using Samsung phones from the start. Samsung's Amoled screen is what I am attracted to the most. The feel it gives is simply amazing.But battery dont seem to be a 6000 mah.As far as a non gamer is concerned this phone is the best under this price range.",5,Very Positive
"Samsung Galaxy M21 (Raven Black, 6GB RAM, 128GB Storage)",5.0 out of 5 stars,Very Nice : Very Nice Mobile good all,5,Very Positive
"Samsung Galaxy M21 (Raven Black, 6GB RAM, 128GB Storage)",4.0 out of 5 stars,Samsung galaxy m21 : Samsung galaxy m21 very good phone in this price... I am bought rs 12699.. ❤️😉,2,Negative
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",5.0 out of 5 stars,Really amazing phone : Actually asusual best phone by redmi.Amazing phone design with best quality camera. Very excellent built quality. It comes with 33w fast charging which is really fast.But I wish it would have 90hz refresh rate.,5,Very Positive
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",1.0 out of 5 stars,"No reason to buy Redmi Note 9 Pro Max : Please don't buy it.It's not a quality mobile, it just like Redmi Note 4.  No special features added in Redmi Note 9 Pro Max which can be differentiate with Note 4.  Battery is not so good, it doesn't retain power long time.  Other company's mobile are giving some special technology like Samsung M31 (6000 mah battery, Amoled Screen, sony camera lense and so many features) in lesser price.  It is not a value for money, not a good product.  Why the company has fixed so high price? The answer I would like to know from company.  After purchasing it feel nothing worthy with the set because I am still using Redmi note 4. Just looting with custom in the Covid 19 pandemic situation.  No discount isoffered in credit card nor no cost EMI nor Exchange in flash sale.  In the name of flash sale seller makes fool to us. This is my personal experience and opinion.  If any body hurts, I feel sorry, but I revealed the truth.You can get far better mobile with this price of ₹18, 500. Its a cheating with the customer because price is high but no quality improvement in comparison with Redmi Note 4.  I feel better Redmi note 4 with lesser price than 9 Pro Max.",2,Negative
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",1.0 out of 5 stars,Worst performance... Waste of money. : Product performance is poor.Its speed is like 2 GB RAM mobile.Processor is too slow feels like very old mobiles.Battery drains very fast.Worst mobile performance.Not even like Redmi Note 4.Waste of money. 17000 is too much price for such poor performance.I think worst product from Xiaomi RedMi.Samsung M31 is far better in performance and battery.,1,Very Negative
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",5.0 out of 5 stars,Nyc looking smartphone : Battery backup nyc and fast chariging back camera best but front camera good  nyc looking phone,5,Very Positive
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",4.0 out of 5 stars,Wifi issue beware : guys beware wifi doesn't work when you lock your phone for 10min. again when u unlock it it works. seriously issue.  redmi should work upon,2,Negative
"Samsung Galaxy M51 (Electric Blue, 6GB RAM, 128GB Storage)",5.0 out of 5 stars,"Average Phone. Critical review for Samsung so that they develop better features : At first glance it looks a bit bulky. Camera, display etc. are satisfactory. Overall GOOD non Chinese phone.However, for their improvement, I tried to give some critical feedback to the company over phone but it was not so easy, so, I am writing here sothat Samsung India can take this critical review for their improvement.Battery:Battery is 7K mha but it is draining so fast that its overall backup time is slightly better than any other average phone.User Interface:User interface needs tremendous improvement. You can't take screenshot easily. You need to learn fine motor coordination between your fingers and power&volume button with microsecond precision. After three days I discovered taking screenshot by swapping screen. But this easy method for taking screenshot is not easy to find in its setting section. Automatic redial isn't available. also in setting section, searching for basic operation like redial, call waiting etc are either missing or very difficult to access. UI should be more intelligent and intuitive. Call recording should take permission from user before it starts recording any call.Dolby Sound:Dolby sound effect is excellent but its available only for external speaker. Inbuilt speaker don't have Dolby effect. You hv to buy headphone or external speaker for experiencing Dolby sound effect. Its Dolby software is so impressive that its work on a cheapest headphone but Samsung's own inbuilt speaker doesn't.External Outlook:Read somewhere that this phone has 3D prism like glastic body. GLASTIC seems to be a discovery of new material (Glass+Plastic) because its looks transparent and shining. But in reality, its a cheap looking smooth and slippery plastic back body. Also, Its prone to scratches neither its water resistant. Sometimes it generates heat. In this price segment, Samsung can easily provide metallic back for better appearance and transfer of heat.Overall, its good non chini phone with good camera and display, a bit bulky, satisfactory speed, scope of tremendous improvement in UI and setting, and bit overpriced.",2,Negative
"Redmi Note 9 Pro Max (Glacier White, 6GB RAM, 64GB Storage) - 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free |12 Months No Cost EMI & INR 1000 Off on Exchange",5.0 out of 5 stars,Really amazing phone : Actually asusual best phone by redmi.Amazing phone design with best quality camera. Very excellent built quality. It comes with 33w fast charging which is really fast.But I wish it would have 90hz refresh rate.,5,Very Positive
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",5.0 out of 5 stars,"It's a great phone! : Awsome product. I had my doubts buying another Redmi device after my mom bought one for herself 1 year ago. It got the annoying ads problem. But so far I'm yet to see my first ad. You have to be careful the first time you switch on the phone out of the box and untick all the personalization stuffs. Same goes for the first time opening any apps after booting. If then, u'll probably never see any ads like me. The battery is what they promised and it holds up to more than 1and half days for moderate usage. And the fast charger is pretty cool. 1 hour from 0 to 100%. It has Navic which is really accurate(tested it with GPS). It's really big but its right for me since my hands are big too. But probably for lots of people they'll have to always use both their hands for operating the phone, my mom finds it pretty hard to use. So, my honest review is, in 2020 this is an awesome choice and great value for money if you have big hands.",3,Neutral
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",5.0 out of 5 stars,Awesome Camera. : I waited a lot longer to get this phone. But thanks to Amazon that on its very first sale i got hold of one.✓Camera✓Battery✓Big Display✓Processor✓Sound✓User Interface.✓Display Quality.,3,Neutral
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",1.0 out of 5 stars,"Not satisfied : Not satisfied with productSince we use redmi mobile brand in my family even base varaint sounds good performance after 2years when am using this for first time. Dis appointment on purchasing this.I tired to record voice from this mobile around 1pm and sound was good. I thought wow such a nice but after 30min . Very aloud recorded voice was under ground the earth. Later I compares recording with redmi 5A andRedmi note 4 and this phone but I couldn't hear anything in redmi note 9pro max. How come within few minutes this change happening in 3hrs useage of mobile in the first day.  Soon charge drains without useage ,What will b future then?",1,Very Negative
"Samsung Galaxy M51 (Electric Blue, 6GB RAM, 128GB Storage)",1.0 out of 5 stars,"Not recommend, if you want waste your  money  then purchase : Cons:_OverpricedBattery drain only fast in normal  uses give only  24 hours  backup.Sound quality  is so soBuild quality  is not goodPros:_Good processorGood  cameraUser interface  is goodFinger print sensor  working  very fast but some times missed out.After six days of uses, impressed  with camera performance, Display, fingerprint  working, and processor.Disappointed  with Battery  performance  my brother  realme 2 giving easily 2days battery  backup with 4250mah, but this phone is horrible in battery  backup  only  24 hours  with 7000. I have  doubt  its not 7000 man battery its like 2000 or 2500mah. Heating  issue also faced during  charging.",3,Neutral
"Samsung Galaxy M51 (Electric Blue, 6GB RAM, 128GB Storage)",5.0 out of 5 stars,Best Smart Phone under 25000/- : Awesome camera Awesome battery Awesome display  ....Super clear ZoomSuper Macro sensorSuper ultrawide angleAtlast Thanks Samsung for 730G,5,Very Positive
"Redmi Note 9 Pro Max (Glacier White, 6GB RAM, 64GB Storage) - 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free |12 Months No Cost EMI & INR 1000 Off on Exchange",1.0 out of 5 stars,"No reason to buy Redmi Note 9 Pro Max : Please don't buy it.It's not a quality mobile, it just like Redmi Note 4.  No special features added in Redmi Note 9 Pro Max which can be differentiate with Note 4.  Battery is not so good, it doesn't retain power long time.  Other company's mobile are giving some special technology like Samsung M31 (6000 mah battery, Amoled Screen, sony camera lense and so many features) in lesser price.  It is not a value for money, not a good product.  Why the company has fixed so high price? The answer I would like to know from company.  After purchasing it feel nothing worthy with the set because I am still using Redmi note 4. Just looting with custom in the Covid 19 pandemic situation.  No discount isoffered in credit card nor no cost EMI nor Exchange in flash sale.  In the name of flash sale seller makes fool to us. This is my personal experience and opinion.  If any body hurts, I feel sorry, but I revealed the truth.You can get far better mobile with this price of ₹18, 500. Its a cheating with the customer because price is high but no quality improvement in comparison with Redmi Note 4.  I feel better Redmi note 4 with lesser price than 9 Pro Max.",2,Negative
"Redmi Note 9 Pro Max (Glacier White, 6GB RAM, 64GB Storage) - 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free |12 Months No Cost EMI & INR 1000 Off on Exchange",1.0 out of 5 stars,Worst performance... Waste of money. : Product performance is poor.Its speed is like 2 GB RAM mobile.Processor is too slow feels like very old mobiles.Battery drains very fast.Worst mobile performance.Not even like Redmi Note 4.Waste of money. 17000 is too much price for such poor performance.I think worst product from Xiaomi RedMi.Samsung M31 is far better in performance and battery.,1,Very Negative
"Redmi Note 9 Pro Max (Glacier White, 6GB RAM, 64GB Storage) - 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free |12 Months No Cost EMI & INR 1000 Off on Exchange",5.0 out of 5 stars,Nyc looking smartphone : Battery backup nyc and fast chariging back camera best but front camera good  nyc looking phone,5,Very Positive
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",5.0 out of 5 stars,Amazon is Best : Amazon is providing best service during this pandemic.Flipkart is now worst e-commerce service.Delivered on time and mobile is too good.,5,Very Positive
"Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage)- 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free | 12 Months No Cost EMI & INR 1000 Off on Exchange",1.0 out of 5 stars,"Ear speak not working... Camera quality worst... : Honest review, 16 May 2020 product delivered. Ear speaker not working from 10th June 2020. When tried to take service center from same day.. they gave appointment on 17th June 2020.Camera quality is worst... If you want camera then do not buy...In India there should be a law if they say 64mega pixels camera if we do not get even 5 megapixel they should be punishable... As they are selling fake goods..This is my honest 💯 review...",1,Very Negative
"Samsung Galaxy M31 (Space Black, 6GB RAM, 64GB Storage)",5.0 out of 5 stars,"Samsung m31 all rounder  best mobile. : Best camera, very good battery life, eat body material, average weight, best performance,  best display.",5,Very Positive
"Samsung Galaxy M51 (Electric Blue, 6GB RAM, 128GB Storage)",1.0 out of 5 stars,"Pls don't buy.. cheap quality feeling waste of 25k money : Genuine Feedback to samsung and all buyersNot Upto the Mark..Battery is good, but mobile is very heavy.. not handy for one hand operation.. if you use it continuously then you feel pain in your  hand, designed is out dated, poor quality material.. camera is just okay..I am not happy overall performance of this phone at this price band...Mobile should be perfect for 15-16k price band..Lookwise not goodDisplay qaulity is just good not bestSound quality is goodCamera not much good that I am expecting.Big screen which perfect for movie watcher.. but after 30 minutes you feel pain in your hands.I bought Electric blue colour, it's look like samsung old samrt phone .My request to Amazon, is it possible to return this mobile. Then help me for return...I am not happy with overall performance of the phone...",5,Very Positive
"Samsung Galaxy M51 (Electric Blue, 6GB RAM, 128GB Storage)",5.0 out of 5 stars,"One of the best phones at affordable price... : Ok so here comes the first review of this phone. Ordered on the first day of its sale and received on 3rd day. Indeed its a big and bulky phn but easy to handle. Few highlights:1. Seamless fingerprint scanner. I hv heard tht recent samsung phns have ths issue , however i dnt see any in ths phn. Its as gud as my past phns Asus 6z and Vivo v15pro. Side fingerprint scanner on the power button really makes it stylish and too easy to handle as well.2. Camera quality is really gud wth many features which luks tempting which im yet to explore. Even in dim light it scores quite well. Have all latest features like slow mo, 10x zoom, focus lens, panorma view and other added features.3. Battery ofcourse was the highlight while buying ths phn. I received this phn at 43%. And even after a rigorous 3 hr session of data transfer and apps installation it still holds at 33%. I believe it gonna last 2 days easily wth heavy net usage , mild games and gud 2 hrs of talk time.4. Luks wise it does seem premium despite a plastic back.5. Wonderful touch and a decent processimg speed. I tried playing 7-8 apps at the same time and it never hanged or lagged despite 50% memory up. Yet to try on heavy games though.6. Front cam does spoil the fun while watching full screen videos, like a small black dot bt can be lived wth.7. No headphones in the box.8. C to C charging cable capable of reverse charging too.Overall i wld rate it 4/5. Its one of the best non chinese phn available in the market for those who r luking for a huge battery wth a decent cam and light gaming purpose.Wld update on battery and cam after few days of usage",4,Positive
"Redmi Note 9 Pro Max (Glacier White, 6GB RAM, 64GB Storage) - 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free |12 Months No Cost EMI & INR 1000 Off on Exchange",4.0 out of 5 stars,Wifi issue beware : guys beware wifi doesn't work when you lock your phone for 10min. again when u unlock it it works. seriously issue.  redmi should work upon,2,Negative
"Redmi Note 9 Pro Max (Glacier White, 6GB RAM, 64GB Storage) - 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free |12 Months No Cost EMI & INR 1000 Off on Exchange",5.0 out of 5 stars,"It's a great phone! : Awsome product. I had my doubts buying another Redmi device after my mom bought one for herself 1 year ago. It got the annoying ads problem. But so far I'm yet to see my first ad. You have to be careful the first time you switch on the phone out of the box and untick all the personalization stuffs. Same goes for the first time opening any apps after booting. If then, u'll probably never see any ads like me. The battery is what they promised and it holds up to more than 1and half days for moderate usage. And the fast charger is pretty cool. 1 hour from 0 to 100%. It has Navic which is really accurate(tested it with GPS). It's really big but its right for me since my hands are big too. But probably for lots of people they'll have to always use both their hands for operating the phone, my mom finds it pretty hard to use. So, my honest review is, in 2020 this is an awesome choice and great value for money if you have big hands.",3,Neutral
"Redmi Note 9 Pro Max (Glacier White, 6GB RAM, 64GB Storage) - 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free |12 Months No Cost EMI & INR 1000 Off on Exchange",5.0 out of 5 stars,Awesome Camera. : I waited a lot longer to get this phone. But thanks to Amazon that on its very first sale i got hold of one.✓Camera✓Battery✓Big Display✓Processor✓Sound✓User Interface.✓Display Quality.,3,Neutral
"Redmi Note 9 Pro Max (Glacier White, 6GB RAM, 64GB Storage) - 64MP Quad Camera & Latest 8nm Snapdragon 720G & Alexa Hands-Free |12 Months No Cost EMI & INR 1000 Off on Exchange",1.0 out of 5 stars,"Not satisfied : Not satisfied with productSince we use redmi mobile brand in my family even base varaint sounds good performance after 2years when am using this for first time. Dis appointment on purchasing this.I tired to record voice from this mobile around 1pm and sound was good. I thought wow such a nice but after 30min . Very aloud recorded voice was under ground the earth. Later I compares recording with redmi 5A andRedmi note 4 and this phone but I couldn't hear anything in redmi note 9pro max. How come within few minutes this change happening in 3hrs useage of mobile in the first day.  Soon charge drains without useage ,What will b future then?",1,Very Negative
